ngay,tenTram,year,month,day,doCaoDinhT,doCaoChanT,wl_mean,residual_peak,alarm_level,tide_max,tide_min,tide_mean,tide_range,tide_mean_lag1,rain,rain_max_intensity,rain_hours,rain_lag1,rain_lag2,rain_lag3,rain_lag7,rain_roll3,rain_roll7,rain_mean3,rain_mean7,month_sin,month_cos,doy_sin,doy_cos,dist_to_river_m,tide_inf_sigmoid,tide_inf_exp,pct_impervious,channel_length_m,channel_density_m_m2,lon,lat
2022-10-17,Củ Chi,2022,10,17,0.8291543400596002,-1.0978456599403996,0.14297031228182255,-3.0518456599403994,0.0,3.881,1.776,3.1213333333333337,2.1049999999999995,3.1510416666666665,0.0,0.0,0.0,0.0,0.0,8.4,17.0,0.0,11.8,0.0,1.6857142857142857,-0.8660254037844386,0.5000000000000001,-0.9620675724981452,0.27281126433401914,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-18,Củ Chi,2022,10,18,0.8311543400596004,-1.0108456599403997,0.16387309005960032,-3.1578456599403992,0.0,3.989,1.953,3.161666666666666,2.036,3.1213333333333337,6.2,4.2,5.0,0.0,0.0,0.0,3.4000000000000004,6.2,14.600000000000001,2.066666666666667,2.085714285714286,-0.8660254037844386,0.5000000000000001,-0.957232443323312,0.28931997761869527,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-19,Củ Chi,2022,10,19,0.9671543400596,-0.8448456599403997,0.2569564233929336,-3.1668456599404005,0.0,4.134,2.066,3.204041666666667,2.0680000000000005,3.161666666666666,42.2,14.0,19.0,6.2,0.0,0.0,0.0,48.400000000000006,56.800000000000004,16.133333333333336,8.114285714285716,-0.8660254037844386,0.5000000000000001,-0.9521140536681102,0.3057430764672831,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-20,Củ Chi,2022,10,20,1.0571543400596004,-0.7198456599403997,0.3406543400596003,-3.2138456599403993,0.0,4.271,2.088,3.278916666666667,2.183,3.204041666666667,3.6,0.8,8.0,42.2,6.2,0.0,0.0,52.00000000000001,60.400000000000006,17.333333333333336,8.62857142857143,-0.8660254037844386,0.5000000000000001,-0.9467139181463862,0.3220757010206104,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-21,Củ Chi,2022,10,21,1.1111543400596002,-0.3968456599403998,0.5011092011707113,-3.1948456599404,0.0,4.306,2.296,3.406833333333333,2.01,3.278916666666667,0.0,0.0,0.0,3.6,42.2,6.2,8.4,45.800000000000004,52.00000000000001,15.266666666666667,7.42857142857143,-0.8660254037844386,0.5000000000000001,-0.9410336347451197,0.3383130181923076,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-22,Củ Chi,2022,10,22,1.1271543400596002,-0.6878456599403997,0.36434878450404473,-3.0548456599404004,0.0,4.182,2.07,3.23575,2.1120000000000005,3.406833333333333,0.0,0.0,0.0,0.0,3.6,42.2,0.0,3.6,52.00000000000001,1.2,7.42857142857143,-0.8660254037844386,0.5000000000000001,-0.9350748843515574,0.3544502230989869,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-23,Củ Chi,2022,10,23,0.7621543400596005,-0.5978456599403996,0.22334878450404475,-3.4508456599403994,0.0,4.213,1.979,3.170208333333333,2.234,3.23575,11.6,3.2,10.0,0.0,0.0,3.6,0.0,11.6,63.60000000000001,3.8666666666666667,9.085714285714287,-0.8660254037844386,0.5000000000000001,-0.9288394302558068,0.3704825404820963,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-24,Củ Chi,2022,10,24,0.7141543400596004,-0.5988456599403997,0.25745989561515586,-3.6608456599403993,0.0,4.375,2.098,3.229416666666667,2.277,3.170208333333333,57.8,19.8,13.0,11.6,0.0,0.0,0.0,69.39999999999999,121.4,23.13333333333333,17.342857142857145,-0.8660254037844386,0.5000000000000001,-0.9223291176290545,0.3864052261209853,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-25,Củ Chi,2022,10,25,0.7491543400596001,-0.5768456599403997,0.2228557289484892,-3.4788456599404,0.0,4.228,1.784,3.136875,2.444,3.229416666666667,28.4,12.0,7.0,57.8,11.6,0.0,6.2,97.8,143.6,32.6,20.514285714285712,-0.8660254037844386,0.5000000000000001,-0.9155458729775467,0.40221356823680365,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-26,Củ Chi,2022,10,26,0.6911543400596003,-1.0628456599403997,0.03435364075890102,-3.6668456599403996,0.0,4.358,1.308,3.131333333333333,3.05,3.136875,0.2,0.2,1.0,28.4,57.8,11.6,42.2,86.4,101.6,28.8,14.514285714285714,-0.8660254037844386,0.5000000000000001,-0.9084917035725082,0.41790288888678667,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-27,Củ Chi,2022,10,27,0.6021543400596003,-1.0848456599403995,0.0021265622818225343,-3.8058456599404,0.0,4.408,1.014,3.15525,3.394,3.131333333333333,19.8,2.8,22.0,0.2,28.4,57.8,3.6,48.4,117.80000000000001,16.133333333333333,16.82857142857143,-0.8660254037844386,0.5000000000000001,-0.9011686968561569,0.4334685453485363,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-28,Củ Chi,2022,10,28,0.6671543400596003,-0.9688456599403996,0.059164756726267004,-3.7178456599403997,0.0,4.385,1.015,3.2241250000000004,3.37,3.15525,0.0,0.0,0.0,19.8,0.2,28.4,0.0,20.0,117.80000000000001,6.666666666666667,16.82857142857143,-0.8660254037844386,0.5000000000000001,-0.8935790198239952,0.4489059314938798,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-29,Củ Chi,2022,10,29,0.6451543400596005,-1.1228456599403995,0.060348784504044746,-3.617845659940399,0.0,4.263,0.9,3.168875,3.363,3.2241250000000004,2.8,2.4,3.0,0.0,19.8,0.2,0.0,22.6,120.60000000000001,7.533333333333334,17.22857142857143,-0.8660254037844386,0.5000000000000001,-0.8857249183835637,0.4642104791518923,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-30,Củ Chi,2022,10,30,0.5321543400596005,-1.2918456599403996,-0.0613942710515108,-3.6048456599403993,0.0,4.137,0.97,3.127166666666667,3.167,3.168875,0.0,0.0,0.0,2.8,0.0,19.8,11.6,2.8,109.0,0.9333333333333332,15.571428571428571,-0.8660254037844386,0.5000000000000001,-0.8776087166898392,0.4793776594606945,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-10-31,Củ Chi,2022,10,31,0.4061543400596001,-1.4968456599403996,-0.21607829882928856,-3.6388456599404,0.0,4.045,1.078,3.0810416666666662,2.967,3.127166666666667,0.0,0.0,0.0,0.0,2.8,0.0,57.8,2.8,51.199999999999996,0.9333333333333332,7.314285714285714,-0.8660254037844386,0.5000000000000001,-0.8692328164574792,0.49440298420761813,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-01,Củ Chi,2022,11,1,0.3901543400596001,-1.7218232381697658,-0.34216877116424577,-3.7248456599404003,0.0,4.115,1.298,3.081166666666667,2.817,3.0810416666666662,0.0,0.0,0.0,0.0,0.0,2.8,28.4,0.0,22.8,0.0,3.257142857142857,-0.5000000000000004,0.8660254037844384,-0.8605996962501181,0.5092820071573356,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
