ngay,tenTram,year,month,day,doCaoDinhT,doCaoChanT,wl_mean,residual_peak,alarm_level,tide_max,tide_min,tide_mean,tide_range,tide_mean_lag1,rain,rain_max_intensity,rain_hours,rain_lag1,rain_lag2,rain_lag3,rain_lag7,rain_roll3,rain_roll7,rain_mean3,rain_mean7,month_sin,month_cos,doy_sin,doy_cos,dist_to_river_m,tide_inf_sigmoid,tide_inf_exp,pct_impervious,channel_length_m,channel_density_m_m2,lon,lat
2022-11-02,Củ Chi,2022,11,2,0.4721543400596004,-1.5408456599403997,-0.24034913216262194,-3.7718456599403996,0.0,4.244,1.555,3.1607916666666664,2.689,3.081166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,22.6,0.0,3.2285714285714286,-0.5000000000000004,0.8660254037844384,-0.8517119107469189,0.5240103253675756,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-03,Củ Chi,2022,11,3,0.5451543400596004,-1.3508456599403995,-0.14453663216262191,-3.7418456599403997,0.0,4.287,1.813,3.3729523809523805,2.474,3.1607916666666664,6.6,1.4,10.0,0.0,0.0,0.0,19.8,6.6,9.399999999999999,2.1999999999999997,1.3428571428571427,-0.5000000000000004,0.8660254037844384,-0.8425720899866032,0.5385835804920232,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-04,Củ Chi,2022,11,4,0.5981543400596003,-1.0028456599403996,-0.03167204882928858,-3.7768456599404,0.0,4.375,2.006,3.276666666666667,2.369,3.3729523809523805,0.8,0.2,4.0,6.6,0.0,0.0,0.0,7.3999999999999995,10.2,2.4666666666666663,1.457142857142857,-0.5000000000000004,0.8660254037844384,-0.8331829385891785,0.5529974600700271,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-05,Củ Chi,2022,11,5,0.6131543400596005,-1.1738456599403997,-0.014623437718177463,-3.707845659940399,0.0,4.321,2.109,3.280083333333333,2.212,3.276666666666667,0.0,0.0,0.0,0.8,6.6,0.0,2.8,7.3999999999999995,7.3999999999999995,2.4666666666666663,1.0571428571428572,-0.5000000000000004,0.8660254037844384,-0.8235472349556007,0.5672476988027229,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-06,Củ Chi,2022,11,6,0.3011543400596004,-1.0698456599403996,-0.3085921877181775,-4.0028456599404,0.0,4.304,2.149,3.201958333333333,2.155,3.280083333333333,4.6,1.4,8.0,0.0,0.8,6.6,0.0,5.3999999999999995,12.0,1.7999999999999998,1.7142857142857142,-0.5000000000000004,0.8660254037844384,-0.8136678304455991,0.5813300798152042,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-07,Củ Chi,2022,11,7,0.3621543400596001,-1.1078456599404,-0.23399496549595522,-3.8538456599404,0.0,4.216,1.796,3.1504583333333334,2.42,3.201958333333333,28.0,12.6,5.0,4.6,0.0,0.8,0.0,32.6,40.0,10.866666666666667,5.714285714285714,-0.5000000000000004,0.8660254037844384,-0.8035476485339116,0.5952404359043674,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-08,Củ Chi,2022,11,8,0.3661543400596001,-1.2768456599403997,-0.24605746549595522,-3.9338456599404,0.0,4.3,1.502,3.214916666666667,2.798,3.1504583333333334,0.0,0.0,0.0,28.0,4.6,0.0,0.0,32.6,40.0,10.866666666666667,5.714285714285714,-0.5000000000000004,0.8660254037844384,-0.7931896839451843,0.6089746507720486,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-09,Củ Chi,2022,11,9,0.4261543400596002,-1.2298456599403995,-0.1683942710515108,-3.7968456599403995,0.0,4.223,1.273,3.1945416666666664,2.95,3.214916666666667,0.2,0.2,1.0,0.0,28.0,4.6,0.0,28.2,40.2,9.4,5.742857142857143,-0.5000000000000004,0.8660254037844384,-0.7825970017677834,0.6225286602431057,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-10,Củ Chi,2022,11,10,0.3991543400596005,-1.3618456599403996,-0.18242899327373302,-3.8108456599403997,0.0,4.21,1.153,3.1758333333333333,3.057,3.1945416666666664,0.0,0.0,0.0,0.2,0.0,28.0,6.6,0.2,33.6,0.06666666666666667,4.8,-0.5000000000000004,0.8660254037844384,-0.7717727365467837,0.6358984534680745,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-11,Củ Chi,2022,11,11,0.3891543400596002,-1.5148456599403997,-0.21360260438484413,-3.7108456599403996,0.0,4.1,1.031,3.118375,3.069,3.1758333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,32.800000000000004,0.06666666666666667,4.685714285714286,-0.5000000000000004,0.8660254037844384,-0.7607200913564104,0.6490800741100398,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-12,Củ Chi,2022,11,12,0.3701543400596001,-1.6378456599403997,-0.2693630210515108,-3.6648456599404002,0.0,4.035,1.138,3.076625,2.897,3.118375,1.6,1.0,4.0,0.0,0.0,0.2,0.0,1.6,34.4,0.5333333333333333,4.914285714285714,-0.5000000000000004,0.8660254037844384,-0.7494423368521953,0.6620696215153815,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-13,Củ Chi,2022,11,13,0.3041543400596003,-1.6698456599403997,-0.3118942710515108,-3.5768456599403997,0.0,3.881,1.173,3.032541666666667,2.708,3.076625,4.2,2.6,5.0,1.6,0.0,0.0,4.6,5.800000000000001,34.0,1.9333333333333336,4.857142857142857,-0.5000000000000004,0.8660254037844384,-0.7379428103031386,0.6748632518680403,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-14,Củ Chi,2022,11,14,0.2461543400596002,-1.8159165950057576,-0.38730487846081785,-3.5718456599404,0.0,3.818,1.304,3.0050833333333333,2.514,3.032541666666667,0.0,0.0,0.0,4.2,1.6,0.0,28.0,5.8,6.0,1.9333333333333333,0.8571428571428571,-0.5000000000000004,0.8660254037844384,-0.7262249146041543,0.6874571793269664,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-15,Củ Chi,2022,11,15,0.2541543400596002,-1.9012561406270356,-0.5254742682867553,-3.5128456599403997,0.0,3.767,1.545,2.9925416666666664,2.222,3.0050833333333333,26.4,16.2,5.0,0.0,4.2,1.6,0.0,30.599999999999998,32.4,10.2,4.628571428571428,-0.5000000000000004,0.8660254037844384,-0.7142921172691032,0.699847677146407,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-16,Củ Chi,2022,11,16,0.2101543400596002,-1.8956572551985769,-0.599223471469839,-3.6248456599403998,0.0,3.835,1.715,2.986375,2.12,2.9925416666666664,5.8,2.2,8.0,26.4,0.0,4.2,0.2,32.199999999999996,37.99999999999999,10.733333333333333,5.428571428571428,-0.5000000000000004,0.8660254037844384,-0.7021479494046978,0.7120310787787131,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-17,Củ Chi,2022,11,17,0.2281543400596002,-1.7766915602801188,-0.6146847581760766,-3.6988456599404,0.0,3.927,1.931,2.994,1.996,2.986375,10.6,6.4,3.0,5.8,26.4,0.0,0.0,42.8,48.599999999999994,14.266666666666666,6.942857142857142,-0.5000000000000004,0.8660254037844384,-0.6897960046655887,0.7240037789593305,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-18,Củ Chi,2022,11,18,0.2691543400596003,-1.6773916030977376,-0.6551376035492614,-3.7018456599403997,0.0,3.971,2.062,3.0345,1.9090000000000005,2.994,10.2,6.0,7.0,10.6,5.8,26.4,0.0,26.599999999999998,58.8,8.866666666666665,8.4,-0.5000000000000004,0.8660254037844384,-0.6772399381909491,0.7357622347736527,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-19,Củ Chi,2022,11,19,0.2891543400596004,-1.4828456599403996,-0.5167796877181775,-3.6938456599403997,0.0,3.983,2.19,3.046291666666667,1.793,3.0345,2.2,0.6,8.0,10.2,10.6,5.8,1.6,22.999999999999996,59.4,7.666666666666665,8.485714285714286,-0.5000000000000004,0.8660254037844384,-0.6644834655228552,0.7473029667054297,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-20,Củ Chi,2022,11,20,0.2841543400596003,-1.3628456599403995,-0.46743593771817743,-3.8168456599404,0.0,4.101,2.184,3.0736666666666665,1.917,3.046291666666667,0.4,0.2,2.0,2.2,10.2,10.6,4.2,12.799999999999999,55.599999999999994,4.266666666666667,7.942857142857142,-0.5000000000000004,0.8660254037844384,-0.6515303615068021,0.75862255966641,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-21,Củ Chi,2022,11,21,0.4311543400596005,-1.1578456599403997,-0.34129010438484414,-3.6388456599404,0.0,4.07,1.865,3.060583333333333,2.205,3.0736666666666665,0.0,0.0,0.0,0.4,2.2,10.2,0.0,2.6,55.599999999999994,0.8666666666666667,7.942857142857142,-0.5000000000000004,0.8660254037844384,-0.6383844591746642,0.769717664006921,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-22,Củ Chi,2022,11,22,0.5931543400596004,-1.0788456599403995,-0.1064462172072903,-3.5378456599404,0.0,4.131,1.577,3.0388750000000004,2.5540000000000003,3.060583333333333,62.4,8.2,45.0,0.0,0.4,2.2,26.4,62.8,91.6,20.933333333333334,13.085714285714285,-0.5000000000000004,0.8660254037844384,-0.6250496486104377,0.7805849965070866,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-23,Củ Chi,2022,11,23,0.7131543400596001,-1.0158456599403998,0.09535920117071142,-3.4398456599403993,0.0,4.153,1.186,3.0409583333333337,2.967,3.0388750000000004,13.8,3.2,14.0,62.4,0.0,0.4,5.8,76.2,99.6,25.400000000000002,14.228571428571428,-0.5000000000000004,0.8660254037844384,-0.6115298757991053,0.7912213413483807,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-24,Củ Chi,2022,11,24,0.7301543400596004,-1.1518456599403997,0.09177934005960031,-3.4828456599403994,0.0,4.213,0.814,3.0262083333333334,3.399,3.0409583333333337,5.8,3.8,5.0,13.8,62.4,0.0,10.6,82.0,94.8,27.333333333333332,13.542857142857143,-0.5000000000000004,0.8660254037844384,-0.5978291414589552,0.801623551065242,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-25,Củ Chi,2022,11,25,0.7301543400596004,-1.3488456599403995,0.052442534504044756,-3.4698456599403995,0.0,4.2,0.463,2.97675,3.737,3.0262083333333334,69.2,15.4,8.0,5.8,13.8,62.4,10.2,88.80000000000001,153.8,29.600000000000005,21.97142857142857,-0.5000000000000004,0.8660254037844384,-0.5839514998576998,0.8117885474764613,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-26,Củ Chi,2022,11,26,0.7461543400596005,-1.4548456599403996,0.05002239561515586,-3.444845659940399,0.0,4.191,0.351,2.9539166666666667,3.84,2.97675,2.4,1.4,3.0,69.2,5.8,13.8,2.2,77.4,153.99999999999997,25.8,21.999999999999996,-0.5000000000000004,0.8660254037844384,-0.5699010576127624,0.821713322596059,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-27,Củ Chi,2022,11,27,0.7501543400596005,-1.4868456599403996,0.030501562281822533,-3.3518456599404,0.0,4.102,0.366,2.924041666666667,3.736,2.9539166666666667,0.0,0.0,0.0,2.4,69.2,5.8,0.4,71.60000000000001,153.6,23.86666666666667,21.942857142857143,-0.5000000000000004,0.8660254037844384,-0.5556819724760489,0.8313949395234058,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-28,Củ Chi,2022,11,28,0.6961543400596002,-1.5128456599403997,0.009821006726266991,-3.3008456599404,0.0,3.997,0.499,2.889875,3.498,2.924041666666667,0.0,0.0,0.0,0.0,2.4,69.2,0.0,2.4,153.6,0.7999999999999999,21.942857142857143,-0.5000000000000004,0.8660254037844384,-0.5412984521036173,0.8408305333122887,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-29,Củ Chi,2022,11,29,0.6911543400596003,-1.5298456599403998,-0.0030331599403996944,-3.3028456599403997,0.0,3.994,0.794,2.891,3.2,2.889875,0.0,0.0,0.0,0.0,0.0,2.4,62.4,0.0,91.2,0.0,13.028571428571428,-0.5000000000000004,0.8660254037844384,-0.5267547528105542,0.8500173118187018,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-11-30,Củ Chi,2022,11,30,0.7071543400596003,-1.6308456599403998,-0.14755052105151079,-3.3418456599404003,0.0,4.049,1.114,2.9159583333333337,2.9350000000000005,2.891,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,77.4,0.0,11.057142857142859,-0.5000000000000004,0.8660254037844384,-0.5120551783114646,0.8589525565270845,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-01,Củ Chi,2022,12,1,0.7011543400596005,-1.5388456599403997,-0.17319635438484413,-3.507845659940399,0.0,4.209,1.575,3.072695652173913,2.6339999999999995,2.9159583333333337,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,71.60000000000001,0.0,10.22857142857143,-2.4492935982947064e-16,1.0,-0.4972040784469378,0.8676336233547726,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-02,Củ Chi,2022,12,2,0.7931543400596002,-1.1598456599403997,-0.013481076607066357,-3.3198456599404,0.0,4.113,1.874,3.068833333333333,2.2390000000000003,3.072695652173913,5.4,2.8,5.0,0.0,0.0,0.0,69.2,5.4,7.800000000000001,1.8,1.1142857142857143,-2.4492935982947064e-16,1.0,-0.4822058478963526,0.8760579434344281,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-03,Củ Chi,2022,12,3,0.7141543400596004,-0.7368456599403996,0.024321006726266983,-3.3498456599403994,0.0,4.064,2.21,3.106875,1.854,3.068833333333333,36.6,7.0,16.0,5.4,0.0,0.0,2.4,42.0,42.0,14.0,6.0,-2.4492935982947064e-16,1.0,-0.46706492487743034,0.8842230238742036,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-04,Củ Chi,2022,12,4,0.7061543400596004,-0.6568456599403998,0.09108489561515587,-3.5368456599403997,0.0,4.243,2.1,3.239333333333333,2.143,3.106875,0.4,0.2,2.0,36.6,5.4,0.0,0.0,42.4,42.4,14.133333333333333,6.057142857142857,-2.4492935982947064e-16,1.0,-0.451785789832884,0.8921264484954345,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-05,Củ Chi,2022,12,5,0.7601543400596003,-0.7418456599403996,0.17161961783737809,-3.4558456599404,0.0,4.216,1.998,3.2845,2.218,3.239333333333333,25.0,19.6,4.0,0.4,36.6,5.4,0.0,62.0,67.4,20.666666666666668,9.62857142857143,-2.4492935982947064e-16,1.0,-0.4363729641045924,0.8997658785476209,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-06,Củ Chi,2022,12,6,0.7631543400596004,-0.8898456599403997,0.1905779511707114,-3.5058456599404,0.0,4.269,1.678,3.34204347826087,2.591,3.2845,123.8,24.4,19.0,25.0,0.4,36.6,0.0,149.2,191.2,49.73333333333333,27.314285714285713,-2.4492935982947064e-16,1.0,-0.42083100859565564,0.9071390534005044,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-07,Củ Chi,2022,12,7,0.7951543400596004,-0.8988456599403997,0.2328001733929336,-3.4608456599404,0.0,4.256,1.36,3.2587916666666668,2.896,3.34204347826087,0.2,0.2,1.0,123.8,25.0,0.4,0.0,149.0,191.39999999999998,49.666666666666664,27.342857142857138,-2.4492935982947064e-16,1.0,-0.4051645224207563,0.9142437912130223,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-08,Củ Chi,2022,12,8,0.7761543400596003,-1.0568456599403997,0.1902029511707114,-3.4648456599403996,0.0,4.241,1.188,3.225083333333333,3.053,3.2587916666666668,0.0,0.0,0.0,0.2,123.8,25.0,0.0,124.0,191.39999999999998,41.333333333333336,27.342857142857138,-2.4492935982947064e-16,1.0,-0.3893781415452015,0.9210779895789526,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-09,Củ Chi,2022,12,9,0.7751543400596004,-1.1448456599403998,0.18203628450404474,-3.5208456599403997,0.0,4.296,1.127,3.246083333333333,3.1690000000000005,3.225083333333333,0.0,0.0,0.0,0.0,0.2,123.8,5.4,0.20000000000001422,185.99999999999997,0.06666666666667141,26.571428571428566,-2.4492935982947064e-16,1.0,-0.37347653741307074,0.9276396261490467,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-10,Củ Chi,2022,12,10,0.7911543400596004,-1.1188456599403995,0.2062446178373781,-3.4458456599403995,0.0,4.237,1.149,3.227958333333333,3.088,3.246083333333333,0.0,0.0,0.0,0.0,0.0,0.2,36.6,0.0,149.39999999999998,0.0,21.342857142857138,-2.4492935982947064e-16,1.0,-0.3574644155648614,0.9339267592294762,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-11,Củ Chi,2022,12,11,0.7841543400596003,-1.1178456599403996,0.20087656228182252,-3.4148456599404,0.0,4.199,1.176,3.2005,3.023,3.227958333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,148.99999999999997,0.0,21.28571428571428,-2.4492935982947064e-16,1.0,-0.34134651424503615,0.9399375283564133,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-12,Củ Chi,2022,12,12,0.7581543400596005,-1.1488456599403998,0.18753281228182253,-3.2758456599403996,0.0,4.034,1.164,3.1305416666666663,2.87,3.2005,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,123.99999999999999,0.0,17.71428571428571,-2.4492935982947064e-16,1.0,-0.3251276029999093,0.9456701548465688,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-13,Củ Chi,2022,12,13,0.6841543400596002,-1.3238456599403996,0.03710920117071142,-3.3068456599404,0.0,3.991,1.379,3.1464583333333334,2.612,3.1305416666666663,0.0,0.0,0.0,0.0,0.0,0.0,123.8,0.0,0.2,0.0,0.028571428571428574,-2.4492935982947064e-16,1.0,-0.30881248126625377,0.9511229423235357,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-14,Củ Chi,2022,12,14,0.6711543400596003,-1.2888456599403997,0.02947725672626698,-3.3378456599404,0.0,4.009,1.577,3.1671666666666667,2.4320000000000004,3.1464583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.29240597695107734,0.9562942772197719,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-15,Củ Chi,2022,12,15,0.6611543400596005,-1.2508456599403996,-0.021776215495955247,-3.369845659940399,0.0,4.031,1.877,3.2089583333333334,2.154,3.1671666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.27591294500296043,0.9611826292540837,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-16,Củ Chi,2022,12,16,0.6571543400596005,-1.1878456599403997,-0.06685260438484412,-3.3628456599403993,0.0,4.02,2.124,3.1931666666666665,1.8959999999999997,3.2089583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.2593382659754056,0.9657865518844574,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-17,Củ Chi,2022,12,17,0.6501543400596004,-0.8688456599403996,-0.02179010438484413,-3.4838456599403997,0.0,4.134,2.504,3.296708333333333,1.6300000000000003,3.1931666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.2426868445825954,0.9701046827361175,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-18,Củ Chi,2022,12,18,0.6471543400596003,-1.0118456599403998,-0.316678993273733,-3.5588456599404,0.0,4.206,2.756,3.4484166666666667,1.4500000000000006,3.296708333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.22596360824801906,0.974135744004672,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-19,Củ Chi,2022,12,19,0.2451543400596003,-0.8708456599403996,-0.2755088543848441,-4.051845659940399,0.0,4.297,2.139,3.4062916666666667,2.158,3.4484166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.20917350564635637,0.9778785428342386,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-20,Củ Chi,2022,12,20,0.3021543400596003,-1.1088456599403995,-0.2816720488292886,-3.9068456599403993,0.0,4.209,1.701,3.2994583333333334,2.508,3.4062916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.19232150523909483,0.9813319716704275,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-21,Củ Chi,2022,12,21,0.3031543400596004,-1.3788456599403998,-0.295210243273733,-3.9638456599404,0.0,4.267,1.527,3.2601666666666667,2.74,3.2994583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.17541259380427843,0.9844950085880858,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-22,Củ Chi,2022,12,22,0.3151543400596004,-1.5108456599403997,-0.28151579882928857,-4.058845659940399,0.0,4.374,1.216,3.3488260869565214,3.1579999999999995,3.2601666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.15845177496083632,0.9873667175937016,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-23,Củ Chi,2022,12,23,0.3641543400596003,-1.5598456599403996,-0.25665815994039964,-4.0038456599404,0.0,4.368,0.78,3.204708333333333,3.588,3.3488260869565214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.14144406768794202,0.9899462489023779,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-24,Củ Chi,2022,12,24,0.3601543400596003,-1.7071423458997042,-0.3105823461705286,-4.0638456599404,0.0,4.424,0.433,3.1127083333333334,3.991000000000001,3.204708333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.12439450483979998,0.9922328391893008,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-25,Củ Chi,2022,12,25,0.3481543400596003,-1.769963692840944,-0.333561400177533,-4.0708456599403995,0.0,4.419,0.336,3.0664583333333333,4.082999999999999,3.1127083333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.10730813165636247,0.9942258118156161,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-26,Củ Chi,2022,12,26,0.0713936942013961,-1.6995535175789682,-0.4665248045748491,-4.222606305798603,0.0,4.294,0.366,2.993583333333333,3.928,3.0664583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.09019000427034513,0.9959245770286599,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-27,Củ Chi,2022,12,27,,,,,,4.155,0.669,2.996708333333333,3.486,2.993583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.07304518821104743,0.9973286321364752,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-28,Củ Chi,2022,12,28,,,,,,4.104,0.87,2.977583333333333,3.234,2.996708333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.05587875690537313,0.9984375616565666,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-29,Củ Chi,2022,12,29,,,,,,4.111,1.339,2.978166666666666,2.772,2.977583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.03869579017652689,0.9992510374388481,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-30,Củ Chi,2022,12,30,,,,,,4.122,1.843,3.064208333333333,2.279,2.978166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.021501372740813793,0.999768818762748,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
2022-12-31,Củ Chi,2022,12,31,,,,,,4.102,2.388,3.141,1.7140000000000004,3.064208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.004300592702981974,0.9999907524084426,841.645767323727,0.0318,0.1858,0.5212,1033.88,0.000329,106.512778,10.955556
