horizon,method,global_threshold,global_fbeta,beta,precision,recall,f1,fbeta,support,pred_pos
1,external_flood_labels_Fbeta,1.5171141736413436,0.6621004566206953,2.0,0.35365853658536583,0.8529411764705882,0.5,0.6651376146786057,34,82
1,admin_level_ge_I,1.4,,2.0,0.9353233830845771,0.8173913043478261,0.8723897911832946,0.8385370205172112,230,201
